"","text","created","Kelas"
"45","RT @RacunBelanja: Promo Buy 1 Get 1 CO.CHOC ð«
ð️ 9 - 11 April 2021

BUY 1, GET 1 FREE Signature Dark Chocolate berlaku di seluruh outl","4/9/2021 11:32:34","netral"
"46","@petitaemi @CibiWiranegara @ShopeeID setuju! ngapain bayar artes mahal, mereka tuh udah tajir... mendingan shopee m… https://t.co/Oh1EmVfbJk","4/9/2021 11:24:54","netral"
"47","beli lunanya dr shopeefood ðð","4/9/2021 11:08:02","positif"
"48","Hari ini kejadian sangat bodoh dari shopeefood yang membuat gw rugi gocap. Nice job","4/9/2021 10:47:16","negatif"
"49","@SahabatPlastik Makanya sekarang lebih aktif belanja di tokped.
Shopee terlalu banyak ngambil lahan.
Mau ngurusin k… https://t.co/RchgJnWZq7","4/9/2021 10:33:33","negatif"
"50","dan ini jugak soalnya kemaren w shopeefood https://t.co/77SQkRLVNw","4/9/2021 10:12:30","netral"
"51","@Hyjell Gatau ada shopeefood hahaha beda aplikasi?","4/8/2021 20:32:33","negatif"
"52","@fadillo_ Buka shopeefood, nanti ada merchant, ada pilihan klaim voucher. Di mcd jekarda mah 24jam bang ð","4/8/2021 19:53:36","positif"
"53","Kue Gabin Tape Yazma Snack 

#kue #gabintape #biskuit #hatari #tape #flatape #shopeefood #jualanonline… https://t.co/ldcptuVInu","4/8/2021 18:06:20","netral"
"54","@RiyanBaladewa hai kak, untuk saat ini ShopeeFood baru area Jakarta aja ShopeeFoodie. Shopee akan terus ngembangin… https://t.co/caHpYz04WD","4/8/2021 17:49:52","positif"
"55","cara mesen lewat shopeefood gmn??!?! ak kudet","4/8/2021 16:53:37","negatif"
"56","@tanyainrl pake shopeefood dijamin hemat","4/8/2021 16:52:17","positif"
"57","Lov u shopeefood ð https://t.co/kIawjqy","4/8/2021 16:40:05","positif"
"58","meskipun ini gak hanya menggambarkan ojek makanan online

kayaknya akan sangat baik ditengah cash burn shopeefood g… https://t.co/RXNBB4nnMt","4/8/2021 16:15:53","positif"
"59","RT @dinafatma: Halo @txtmustikajaya @TxtMGT dan @txtdrPTI, yang punya umkm dan belum daftar ShopeeFood bisa daftar ke saya di wa https://t.…","4/8/2021 15:53:24","netral"
"60","RT @dinafatma: Halo @txtmustikajaya @TxtMGT dan @txtdrPTI, yang punya umkm dan belum daftar ShopeeFood bisa daftar ke saya di wa https://t.…","4/8/2021 15:51:55","netral"
"61","guis di sukabumi ada shopeefood ga sebenernya?","4/8/2021 15:33:42","negatif"
"62","Get promo cashback 5% di Tokopedia dan Free ongkir di Shopee ð #apm #ayampanggangmerah #ayamkalasan #ayamkuning… https://t.co/9Mx843J","4/8/2021 15:06:17","positif"
"63","kalo voucher shopeefood gabisa kayak gini itu kenapa sih?:( helpppp weii mo jajannn https://t.co/N5zKpJTB5U","4/8/2021 14:48:38","negatif"
"64","@jaejaehyunh shopeefood gimana cara pakenya si anjir sebel cA AJARIN SUMPAH GABISA2","4/8/2021 14:48:02","negatif"
"65","guys jajan di shopeefood pake voucher potongannya gede bangetð­ð­ð­

I vote 'BTS' #Dynamite for ( Son Sung Deuk ) for… https://t.co/z","4/8/2021 14:46:14","positif"
"66","@tian_mystory Dan sekarang shopeefood lagi bakar duit, mantul promonya ð","4/8/2021 14:43:51","positif"
"67","@cuppacuks Yaudah ikutan gofood atau shopeefood aja biar merasa tersaingi✌ð","4/8/2021 14:39:38","netral"
"68","Tutorial bahagia: shopeefood, order mcd Beef burger deluxe large lemon tea dan kentang goreng. Makan selagi anak tidur. Metime banget lah!","4/8/2021 14:08:22","positif"
"69","Shopeefood diskonnya mantep amat ya, sayang dikotaku blom ada","4/8/2021 13:47:50","netral"
"70","Umur 20-25 itu adalah masa-masa paling sulit buat nentuin pilihan hidup, dimana kita harus mikir keras gimana caran… https://t.co/gmijjK8tJk","4/8/2021 13:42:36","netral"
"71","@_sinology Yuk di update dan pastiin lokasi kk sudah tersedia untuk ShopeeFood yaww :) ^FO","4/8/2021 13:39:10","netral"
"72","RT @FromValue: @BahamaBen9 $SE
It has 6 companies under its hood: Garena, Shopee, SeaMoney, ShopeeFood, IA Labs and VC. 
It is already the…","4/8/2021 12:55:46","positif"
"73","@Oby_newbie Sesama driver shopeefood ttp semangat bang ...","4/8/2021 12:49:08","netral"
"74","@ingewarrr Hai kak jangan galau ya, ShopeeFood akan berusaha menjangkau semua wilayah yg ada di Indonesia. Mohon be… https://t.co/6gk0BMAWBv","4/8/2021 12:41:41","positif"
"75","aku kudet bgt baru tau ada shopeefood...","4/8/2021 12:17:16","negatif"
"76","@iEatJJin kasi aku shopeefood","4/8/2021 12:05:32","netral"
"77","RT @Oby_newbie: Alhamdulillah  ... 

Belum ada yg masuk 1 pun, entah knp 3 hr belakangan ini tidak dipercaya bawa pesanan customer dr Shope…","4/8/2021 12:05:01","negatif"
"78","@brigittanicola @txtdrjkt abang shopeefood buaran brutal say","4/8/2021 11:59:42","negatif"
"79","@cilaao Hanbao bangor zai shopeefood diskon","4/8/2021 11:57:34","positif"
"80","Seandainya pizza di shopeefood diskon 50ð","4/8/2021 11:55:25","negatif"
"81","funfact bapak w udh jd driver gosend dan skrg mau nyoba2 shopeefood. so jgn kaget ya gaes klo banyak abang2 rangkap… https://t.co/mSbNBnQYB4","4/8/2021 11:48:38","netral"
"82","Alhamdulillah  ... 

Belum ada yg masuk 1 pun, entah knp 3 hr belakangan ini tidak dipercaya bawa pesanan customer… https://t.co/gkfGT2lrcY","4/8/2021 11:35:42","negatif"
"83","RT @dinafatma: Halo @txtmustikajaya @TxtMGT dan @txtdrPTI, yang punya umkm dan belum daftar ShopeeFood bisa daftar ke saya di wa https://t.…","4/8/2021 11:26:55","netral"
"84","@ripxxn Dimodusin driver gojek/grab ❌
Dimodusin shopeefood ✔️","4/8/2021 11:19:53","positif"
"85","RT @dinafatma: Halo @txtmustikajaya @TxtMGT dan @txtdrPTI, yang punya umkm dan belum daftar ShopeeFood bisa daftar ke saya di wa https://t.…","4/8/2021 11:19:25","netral"
"86","Halo @txtmustikajaya @TxtMGT dan @txtdrPTI, yang punya umkm dan belum daftar ShopeeFood bisa daftar ke saya di wa… https://t.co/IuyLmtg6DX","4/8/2021 11:18:46","netral"
"87","@SSF015 Yuhuuuu selalu selalu nikmatin ShopeeFood ya kak, mumpung promonya lagi banyak banget nihh yuk di chekkk :) ^FO","4/8/2021 11:12:52","positif"
"88","@txtdrjkt shopeefood, semakin di depan","4/8/2021 11:12:21","positif"
"89","Gofood/grabfood/shopeefood nomer 1, giliran punya banyak buah di kulkas nggak dimakan sampai busuk berkali2. Tiap b… https://t.co/ldon3tRJs7","4/8/2021 11:01:12","positif"
"90","@xxnamaku @bamaaa25 @PamerSale_ shopeefood letaknya dmn deh?","4/8/2021 10:26:27","negatif"
"91","@Cupcakes9916 Kan lg diskon 1L jd 45, terus potongan vocer shopeefood 20k pake sopay kak -ns","4/8/2021 10:14:19","positif"
"92","@PamerSale_ ini shopeefood bukan ya?","4/8/2021 10:12:11","netral"
"93","shopee nya jkt ada shopeefood????ð¤","4/8/2021 10:08:04","netral"
"94","@sunflowrj Hi kak Jiya, maaf ya udh bkin bingun, mimin infoin kalo saat ini kmi mengembangkan ShopeeFood agar semua… https://t.co/OTbCIUOwj5","4/8/2021 9:51:55","positif"
"95","@taestroboi @haikalnct @BERBURUSALE_ Shopeefood https://t.co/MA4Qlo1oNL https://t.co/qpckWvHfDh","4/8/2021 9:48:35","positif"
"96","@BERBURUSALE_ Tangerang mepet jakbar pake shopeefood skrg cuma berasa freeong doang ð","4/8/2021 9:39:32","positif"
"97","@FOODFESS2 voc deals apa promo shopeefood ini?","4/8/2021 9:31:18","netral"
"98","@adellaawibowo @BERBURUSALE_ bener si setuju, udh gitu Shopeefood gratis ongkir","4/8/2021 9:26:32","positif"
"99","@issadre shopeefood HAHAHA","4/8/2021 8:59:02","netral"
"100","@ahmad9108001 alamat email yang didaftarkan
6. Mohon menunggu proses verifikasi pendaftaran selama 3-5 hari kerja y… https://t.co/V3HL9d193j","4/8/2021 8:55:59","netral"
"101","Hasil Promo @ShopeeID #shopeefood fav suami . Repeat order terus dia tuhh https://t.co/iJAwTsUnLR","4/7/2021 23:34:15","positif"
"102","Manfaatkan saat mereka sedang bakar duit, kyk shopeefood skrg ð¤­ https://t.co/9HSegXB","4/7/2021 23:23:38","negatif"
"103","RT @FromValue: @BahamaBen9 $SE
It has 6 companies under its hood: Garena, Shopee, SeaMoney, ShopeeFood, IA Labs and VC. 
It is already the…","4/7/2021 22:37:40","netral"
"104","Si gatau waktu. Asli gak nyesel deh manfaatin diskon Shopeefoodð­ lo beli apa aja minimal 50rb, tinggal bayar 25rb p… https://t.co/YGHCDDO","4/7/2021 21:54:59","positif"
"105","RT @FromValue: @BahamaBen9 $SE
It has 6 companies under its hood: Garena, Shopee, SeaMoney, ShopeeFood, IA Labs and VC. 
It is already the…","4/7/2021 20:28:28","netral"
"106","Heran, tiap kali buka shopeefood pasti mesennya selalu mcd.. pdhl bnyk resto yg enak2","4/7/2021 19:31:29","netral"
"107","Bangun dari ketiduran dengan posisi handphone buka Shopeefood. Aku tu sengaja tidur biar bangun2 nntn Chelsea seger… https://t.co/HbuycYTe9m","4/7/2021 17:38:35","netral"
"108","@0811_Moon shopeefood tuh gunainnya gimanaa? dia ada aplikasi baru atau gimanaa?","4/7/2021 17:30:28","negatif"
"109","@jiminikkyu Ayo grabfood kak ..ohhh shopeefood aja diskon 50% xixixixi","4/7/2021 17:18:56","positif"
"110","@jnessy_ Dari dulu masalah ini bang, Grab juga yang bikin riwayat depositnya ribet untuk dimengerti, ga semudah goj… https://t.co/Ug8eXyQXc8","4/7/2021 16:39:14","negatif"
"111","....jajannya pindah ke shopeefood wkwk 
Tapi jarang bgt krn cuma isi shopeepay klo mau checkout doang. Jadinya mage… https://t.co/HXkD798dRo","4/7/2021 16:21:43","netral"
"112","I missed the chance to fangirling Ten in JCC last Friday with my squad because i was too thrilled over shopeefood l… https://t.co/KqyQMGxe3Y","4/7/2021 15:08:54","netral"
"113","@rosannasukarno Ooh gitu toh... ada fitur shopeefood juga sekarang? Kirain gojek/ grab aja. Astagaa baru tau ð","4/7/2021 14:41:21","negatif"
"114","kudet bgt gw baru tau kalo ada shopeefood","4/7/2021 14:19:23","negatif"
"115","baru nyobain shopeefood dapet diskon 70%, 50% 
seneng gitu","4/7/2021 14:05:17","positif"
"116","ð· Yuk say manfaatin promo &amp; diskon besar""an dari @shopeefood_id @seblak_warungepiin .. Cuz langsung order sekarang… https://t.co/hQ1a2F5","4/7/2021 13:20:57","positif"
"117","Yuk say manfaatin promo &amp; diskon besar""an dari @shopeefood_id @seblak_warungepiin .. Cuz langsung order sekarang ju… https://t.co/vdEAUJX5Oe","4/7/2021 13:20:55","positif"
"118","RT @Giladiskon: Paket ini berlaku tanggal 5-19 April 2021 untuk dine in, take away, dan pemesanan online melalui aplikasi @gofoodindonesia…","4/7/2021 13:17:41","netral"
"119","Suka bgt ketemu orang baru yg menyenangkan even bapak shopeefood. 
Moodbooster✨","4/7/2021 13:17:08","positif"
"120","Mau cerita lucuk.

Jadi tadi as usual manggil oyen yang lagi duduk ngaso deket pos satpam. Terus kebetulan lagi ada… https://t.co/QtLJACxf0G","4/7/2021 12:49:04","netral"
"121","Kmaren : mesen shopeefood yang dtg gofood. LITERALLY HE DIDNT WEAR THOSE ORANGE JACKET. Gue bingung kek????? ðððð https://t.c","4/7/2021 12:45:25","negatif"
"122","Perdana pake shopeefood https://t.co/Yj5uWqgrft","4/7/2021 12:38:50","netral"
"123","Shopeefood adalah candu","4/7/2021 12:25:33","positif"
"124","Sate Cak Agusty 48 - Kemdikbud sekarang ada di ShopeeFood! Pesan Sekarang, langsung diantar. https://t.co/lLL10ZHo4u https://t.co/S1ZYqbeX2I","4/7/2021 12:21:27","netral"
"125","@ShopeeID Hari ini buka puasa ditolongin sama abang shopeefood dan diskonan dari @ShopeeID makasih banget kalian ð§¡… https://t.co/JlHxg09","4/7/2021 11:56:27","positif"
"126","@ShopeeID Hari ini buka puasa ditolongin sama abang shopeefood dan diskonan dari @ShopeeID makasih banget kalian ð§¡… https://t.co/f4ZUNCT","4/7/2021 11:55:02","positif"
"127","@cyntiafff Shopeefood dong","4/7/2021 11:48:37","netral"
"128","Tiap hari shopeefood. Dasar aku si pemalas","4/7/2021 11:39:23","positif"
"129","RT @FromValue: @BahamaBen9 $SE
It has 6 companies under its hood: Garena, Shopee, SeaMoney, ShopeeFood, IA Labs and VC. 
It is already the…","4/7/2021 11:30:50","netral"
"130","sekarang aku udah ga gofood lagi, tapi shopeefood terus","4/7/2021 11:26:52","positif"
"131","@hwagicious wah ad shopeefood? WKWKKW UYONG AHAHAH","4/7/2021 11:26:04","positif"
"132","@hamdaniJKT48 Hi kak, saat ini Shopee trs mengembangkan dan memperluas jangkauan ShopeeFood agar semua pelanggan da… https://t.co/N0e3QwzqX4","4/7/2021 11:25:14","positif"
"133","@BahamaBen9 $SE
It has 6 companies under its hood: Garena, Shopee, SeaMoney, ShopeeFood, IA Labs and VC. 
It is alr… https://t.co/Dmz5nbjWhS","4/7/2021 11:21:14","netral"
"134","@Ndyxol Mancing mania mantapp! Semangat terosss jangan kasih kendor mimin doain moga menang ya. Tapi jangan lupa ka… https://t.co/sl8ljXIRFR","4/7/2021 11:18:36","netral"
"135","@Yuke_Lagi_Aja Maxim dan shopeefood ka Yuke","4/7/2021 11:12:36","netral"
"136","RT @alandakariza: Biar kayak di LA ð´ 

Pesan Bearrito dari outlet Bintaro (tutup pukul 17:00) atau Barito (tutup pukul 19:00). Bisa dipes","4/7/2021 11:08:22","netral"
"137","shopeefood belum ada di bdg ternyata","4/7/2021 11:05:50","negatif"
"138","@DiamondSaViTri wkwkwkkw aselii, semoga shopeefood bakar duit nya setahun","4/7/2021 11:05:49","negatif"
"139","@mothakels makanya shopeefood mumpung diskon","4/7/2021 10:46:53","positif"
"140","Bapack2 driver shopeefood ramah2 bener dah, gaa salah apa2, minta maaf terus, saya jadi bingung balesnya","4/7/2021 10:40:15","positif"
"141","Nyari di shopeefood tulisannya warung pentol pas mau liat menunya jualan minuman maksudnya apa coba ð","4/7/2021 10:34:59","negatif"
"142","@insanbukansapi Ga pake Shopeefood, amanð","4/7/2021 10:23:00","negatif"
"143","RT @alandakariza: Biar kayak di LA ð´ 

Pesan Bearrito dari outlet Bintaro (tutup pukul 17:00) atau Barito (tutup pukul 19:00). Bisa dipes","4/7/2021 10:06:32","netral"
"144","@leoaugust94 ShopeeFood ada ser yg di jaksel. Kalo di bekasi masih proses ð","4/7/2021 9:57:53","negatif"
"145","@FWBESS shopeefood masih ada 50% deh keknya","4/7/2021 9:32:33","netral"
"146","RT @alandakariza: Biar kayak di LA ð´ 

Pesan Bearrito dari outlet Bintaro (tutup pukul 17:00) atau Barito (tutup pukul 19:00). Bisa dipes","4/7/2021 9:29:32","netral"
"147","RT @FFOODFESS: 45k, peyek kemasan mulai dari 11k. Bisa order lewat gofood/shopeefood/cod, dom ponkel, jaktim","4/7/2021 9:28:00","netral"
"148","45k, peyek kemasan mulai dari 11k. Bisa order lewat gofood/shopeefood/cod, dom ponkel, jaktim","4/7/2021 9:27:36","netral"
"149","Hadeh kok malah do ditakoni ro driver ojol, jogja shopeefood driver rung buka pendaftaran masð","4/7/2021 9:21:39","positif"
"150","grabfood❌
gofood❌
shopeefood❌
TRAVELOKA EATS✅
@traveloka https://t.co/UUoDQz8yeu","4/7/2021 9:11:31","negatif"
"151","RT @Giladiskon: Gokana Ramen &amp; Teppan Promo ShopeeFood❗️❗️

PREMIUM DON mulai dari 20ribu udah lengkap sama Ice Lemon Teað¥³

Info lengkap:","4/6/2021 22:23:10","netral"
"152","RT @Giladiskon: Burger King Promo Spesial ShopeeFood❗️❗️

DISKON 50% + GRATIS ONGKIR SEPUASNYAð¥³

Info lengkap: https://t.co/QrYKYh8fD7

#","4/6/2021 22:21:28","netral"
"153","RT @Giladiskon: Padang Merdeka Promo Spesial ShopeeFood❗️❗️

Diskon sampai 50 % dan juga Free Ongkir Rp12.000ð¥³

Info lengkap: https://t.c","4/6/2021 22:21:21","netral"
"154","RT @Giladiskon: San Gyu Promo ShopeeFood❗️❗️

diskon hingga 60% berlaku hanya di hari Kamisð¥³

Info lengkap: https://t.co/NdTvJv67sU

#san","4/6/2021 22:20:47","netral"
"155","Makan hokben 20rb check pake promo shopeefood check✨ð¥° https://t.co/WDpdgbJ","4/6/2021 18:51:18","netral"
"156","@xdhlsx ok besok bulan puasa buka shopeefood trs kali yað","4/6/2021 18:42:12","netral"
"157","@xdhlsx percuma bgt ya aku tinggal di jkt tp gatau shopeefoodð©ð© okk!!! besok aku coba wkwk, thanks best","4/6/2021 18:38:53","negatif"
"158","@xdhlsx shopeefood apa plis wkwk baru denger masað","4/6/2021 18:36:20","negatif"
"159","@prawnchimpled yahh shopeefood gada promo klo malem kaa hahaha","4/6/2021 18:35:54","negatif"
"160","Diskon shopeefood menemani tiap malamkuð","4/6/2021 18:15:31","positif"
"161","Benci banget klaim voucher disc 50% shopeefood pas udah order baru sadar ada yang 75% jadi rugi cebanð","4/6/2021 17:32:55","negatif"
"162","@justforfvnn shopeefood make voucher rp 1 bukansi?","4/6/2021 16:43:59","netral"
"163","@zakiamaryamm @FOODFESS2 Shopeefood kak","4/6/2021 16:35:37","netral"
"164","@metawinchiv @FOODFESS2 ShopeeFood.. Ada voucher nya","4/6/2021 16:34:41","netral"
"165","@hansgregory_ Kalau di grab, ada biaya pemesanannya walau ongkirnya cuma sekitar 2rb di resto khusus. Kalau gojek r… https://t.co/DjT02W3ZGa","4/6/2021 16:21:39","positif"
"166","Penasaran, mau tanya.
Dari 3 aplikasi pemesanan makanan gofood, grabfood, dan shopeefood, kalau mereka dah ga ada p… https://t.co/aqReCN1FKw","4/6/2021 16:17:54","netral"
"167","Maksimal diskon shopeefood makin dikit aje gue liat liat","4/6/2021 16:10:36","negatif"
"168","Diskon shopeefood kenapa berkurang jadi 20,000","4/6/2021 15:59:28","negatif"
"169","@distifiraa @shafirafm @mndnatasya @mencarikoneksi gaada gojek n shopeefood tapiiððð AWKOWKW","4/6/2021 15:58:09","negatif"
"170","@ilusmlin makan gue kejamin selama ada voucher shopeefood","4/6/2021 15:53:24","positif"
"171","menangisi voucher shopeefoodð","4/6/2021 15:52:39","negatif"
"172","@WongPoTe shopeefood","4/6/2021 15:20:35","netral"
"173","@subtanyarl baru kmrn nangisin shopeefood lama bgt sampenya trs abangnya rada ngeselin pas dateng makanan gue gasesuaið","4/6/2021 15:01:16","negatif"
"174","Mata ngantuk, gabisa tidur gegara besok ada panggilan jadi mitra pengemudi shopeefood. Macem mau jalan jalan aja x_x","4/6/2021 14:52:08","netral"
"175","lov u shopeefood","4/6/2021 14:30:33","positif"
"176","@kemalpassya26 Hajar aja mal. Mumpung voucher shopeefood pot. 50% sama 30% masih ada wkwk","4/6/2021 14:30:10","positif"
"177","@comfortkiss dom aku blom ada shopeefood:(","4/6/2021 14:15:39","negatif"
"178","@whocar3s__ pake shopeefood murahhhh","4/6/2021 14:13:31","positif"
"179","@BERBURUSALE_ shopeefood kon di tgrð","4/6/2021 14:01:51","netral"
"180","Nasi Ayam Cuy - Kelapa Gading sekarang ada di ShopeeFood! Pesan Sekarang, langsung diantar. https://t.co/FCMkU5LC50 https://t.co/frlgXXeydU","4/6/2021 14:00:20","positif"
"181","@reyochi Ke shopee trus cari shopeefood nah kamu claim dulu voucher, dm aku ajaa biar aku videoin","4/6/2021 13:53:35","netral"
"182","@reyochi Ishhh samaa tau hiks ini juga dikasi tau coba lumayan loh potongan 20rb kalau yg pengguna baru shopeefood nya potongan 30rb","4/6/2021 13:52:47","positif"
"183","@sunflwrhc_ Coba aja kak itu shopeefood lagi ada voucher","4/6/2021 13:52:05","positif"
"184","@Nagitchansoo Ayuk mumpung shopeefood lagi ada voucher","4/6/2021 13:51:23","positif"
"185","@reyochi Shopeefood lagi ada voucher","4/6/2021 13:51:14","positif"
"186","@26alliswell @PamerSale_ Pas maret juga belum ada, tapi tadi cek ada 1 resto jual ayam + nasi, ada vcr diskon shopeefood nya juga","4/6/2021 13:20:34","positif"
"187","@BerburuSale Di shopeefood ada gak kuk?","4/6/2021 13:08:15","netral"
"188","shopeefood baru bisa di jkt ya?","4/6/2021 12:53:28","negatif"
"189","@monalisaa_bee Dont worry kak, Mimin infoin saat ini Shopee terus mengembangkan &amp; memperluas jangkauan ShopeeFood a… https://t.co/xeNyBTf2bt","4/6/2021 12:48:46","positif"
